"region","income","happy","age","finrela","marital","degree","health","wrkstat","partyid","polviews","sex","year"
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",45,"BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,51,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",64,"AVERAGE","DIVORCED","HIGH SCHOOL",NA,"RETIRED","NOT STR DEMOCRAT","MODERATE","MALE",2006
"E. NOR. CENTRAL","LT $1000",NA,24,NA,"NEVER MARRIED","HIGH SCHOOL","FAIR","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",38,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$15000 - 19999","PRETTY HAPPY",66,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","STRONG DEMOCRAT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999","VERY HAPPY",69,"BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"RETIRED","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$7000 TO 7999","VERY HAPPY",27,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT","EXTRMLY CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,45,NA,"SEPARATED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","LIBERAL","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",54,"AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",2006
"E. NOR. CENTRAL","$10000 - 14999","VERY HAPPY",70,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","RETIRED","NOT STR REPUBLICAN","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,42,NA,"MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",2006
"E. NOR. CENTRAL","$7000 TO 7999",NA,80,NA,"WIDOWED","LT HIGH SCHOOL","FAIR","OTHER","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",62,"ABOVE AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",46,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,46,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$20000 - 24999",NA,32,NA,"MARRIED","LT HIGH SCHOOL","FAIR","WORKING PARTTIME","INDEPENDENT","MODERATE","MALE",2006
"E. NOR. CENTRAL","LT $1000",NA,38,NA,"MARRIED","HIGH SCHOOL","GOOD","UNEMPL LAID OFF","NOT STR DEMOCRAT","MODERATE","MALE",2006
"E. NOR. CENTRAL","$8000 TO 9999","VERY HAPPY",26,"AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,33,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","IND NEAR DEM","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,67,NA,"DIVORCED","HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$6000 TO 6999",NA,34,NA,"MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,29,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"E. NOR. CENTRAL","REFUSED","PRETTY HAPPY",45,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","MALE",2006
"E. NOR. CENTRAL","REFUSED",NA,33,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2006
"E. NOR. CENTRAL","$20000 - 24999",NA,47,NA,"MARRIED","LT HIGH SCHOOL","POOR","KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$20000 - 24999",NA,33,NA,"MARRIED","LT HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",30,"FAR BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","OTHER","STRONG DEMOCRAT","LIBERAL","MALE",2006
"E. NOR. CENTRAL",NA,NA,35,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",43,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","FAIR","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","REFUSED",NA,64,NA,"DIVORCED","HIGH SCHOOL","GOOD","RETIRED","INDEPENDENT","CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,62,NA,"MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","REFUSED","VERY HAPPY",49,"AVERAGE","DIVORCED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,53,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",60,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,41,NA,"DIVORCED","HIGH SCHOOL","EXCELLENT","UNEMPL LAID OFF","IND NEAR DEM","MODERATE","MALE",2006
"E. NOR. CENTRAL","$10000 - 14999",NA,41,NA,"MARRIED","HIGH SCHOOL","POOR","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,39,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","LIBERAL","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",48,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","FAIR","UNEMPL LAID OFF","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",2006
"E. NOR. CENTRAL",NA,"PRETTY HAPPY",23,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"OTHER","INDEPENDENT","MODERATE","MALE",2006
"E. NOR. CENTRAL","REFUSED","VERY HAPPY",66,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","POOR","KEEPING HOUSE",NA,"CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999","VERY HAPPY",25,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT","LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,40,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","MALE",2006
"E. NOR. CENTRAL","REFUSED",NA,35,NA,"MARRIED","LT HIGH SCHOOL","POOR","KEEPING HOUSE","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL",NA,NA,19,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT","LIBERAL","MALE",2006
"E. NOR. CENTRAL","$5000 TO 5999",NA,19,NA,"NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",54,"BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",55,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",27,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,39,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",22,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","SCHOOL","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",22,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","SCHOOL","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",42,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL",NA,"VERY HAPPY",70,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","LT $1000","PRETTY HAPPY",32,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"TEMP NOT WORKING","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$20000 - 24999",NA,40,NA,"MARRIED","LT HIGH SCHOOL","GOOD","UNEMPL LAID OFF","IND NEAR DEM","EXTRMLY CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",29,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",35,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,46,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,45,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",33,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",35,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,33,NA,"MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",36,"FAR BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","STRONG REPUBLICAN","SLIGHTLY LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","REFUSED","PRETTY HAPPY",81,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","RETIRED","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",33,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,76,NA,"MARRIED","HIGH SCHOOL","GOOD","RETIRED","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",65,"AVERAGE","MARRIED","HIGH SCHOOL","POOR","RETIRED","IND NEAR REP","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",43,NA,"MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",60,"ABOVE AVERAGE","NEVER MARRIED","GRADUATE","GOOD","WORKING FULLTIME","IND NEAR DEM","SLGHTLY CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",44,"BELOW AVERAGE","MARRIED","JUNIOR COLLEGE",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"E. NOR. CENTRAL","$20000 - 24999","NOT TOO HAPPY",30,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING PARTTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,36,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",55,"ABOVE AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,72,NA,"MARRIED","HIGH SCHOOL","GOOD","RETIRED","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",40,"BELOW AVERAGE","MARRIED","BACHELOR","GOOD","WORKING PARTTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,44,NA,"MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",44,"AVERAGE","NEVER MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL",NA,NA,19,NA,"NEVER MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","NOT STR DEMOCRAT","LIBERAL","MALE",2006
"E. NOR. CENTRAL","REFUSED","PRETTY HAPPY",45,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","UNEMPL LAID OFF","IND NEAR DEM",NA,"MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,41,NA,"MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,52,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR REPUBLICAN","CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","REFUSED",NA,35,NA,"DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",59,"FAR BELOW AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","IND NEAR DEM","LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,65,NA,"MARRIED","HIGH SCHOOL","GOOD","RETIRED","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,39,NA,"DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",86,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL",NA,"KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",37,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",88,"AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999",NA,80,NA,"MARRIED","HIGH SCHOOL","GOOD","RETIRED","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,67,NA,"NEVER MARRIED","GRADUATE","FAIR","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",65,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING PARTTIME","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",89,"AVERAGE","MARRIED","BACHELOR","FAIR","RETIRED","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,24,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","IND NEAR REP","MODERATE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",25,"AVERAGE","MARRIED","GRADUATE",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","LIBERAL","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",32,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,52,NA,"MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",71,"AVERAGE","DIVORCED","LT HIGH SCHOOL","GOOD","RETIRED","STRONG REPUBLICAN","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,41,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","MODERATE","FEMALE",2006
"SOUTH ATLANTIC","$10000 - 14999","NOT TOO HAPPY",30,"BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"SOUTH ATLANTIC","REFUSED",NA,31,NA,"NEVER MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC",NA,"VERY HAPPY",34,"FAR BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC","$8000 TO 9999","NOT TOO HAPPY",63,"FAR BELOW AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"OTHER","NOT STR REPUBLICAN","MODERATE","MALE",2006
"SOUTH ATLANTIC","$25000 OR MORE","NOT TOO HAPPY",41,"AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","LIBERAL","FEMALE",2006
"SOUTH ATLANTIC",NA,"PRETTY HAPPY",42,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING PARTTIME","INDEPENDENT","CONSERVATIVE","MALE",2006
"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",70,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","RETIRED","INDEPENDENT","CONSERVATIVE","MALE",2006
"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",46,"AVERAGE","MARRIED","HIGH SCHOOL","POOR","OTHER","IND NEAR DEM","SLGHTLY CONSERVATIVE","MALE",2006
"SOUTH ATLANTIC","REFUSED","VERY HAPPY",64,"BELOW AVERAGE","SEPARATED","LT HIGH SCHOOL","FAIR","RETIRED","INDEPENDENT","EXTRMLY CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC","REFUSED","VERY HAPPY",49,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC","REFUSED","PRETTY HAPPY",59,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","KEEPING HOUSE","IND NEAR DEM","CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC","REFUSED","PRETTY HAPPY",26,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR DEM","EXTREMELY LIBERAL","FEMALE",2006
"SOUTH ATLANTIC","$7000 TO 7999","NOT TOO HAPPY",26,"FAR BELOW AVERAGE","SEPARATED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2006
"SOUTH ATLANTIC","$8000 TO 9999",NA,65,NA,"NEVER MARRIED","LT HIGH SCHOOL","POOR","KEEPING HOUSE","NOT STR DEMOCRAT","EXTRMLY CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",25,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2006
"SOUTH ATLANTIC","$20000 - 24999",NA,51,NA,"WIDOWED","HIGH SCHOOL","EXCELLENT","OTHER","IND NEAR REP","MODERATE","FEMALE",2006
"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",34,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","SCHOOL","INDEPENDENT","MODERATE","FEMALE",2006
"SOUTH ATLANTIC","REFUSED","VERY HAPPY",50,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2006
"SOUTH ATLANTIC","REFUSED",NA,33,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC",NA,"PRETTY HAPPY",44,"AVERAGE","DIVORCED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC",NA,NA,75,NA,"WIDOWED","LT HIGH SCHOOL","FAIR","RETIRED","INDEPENDENT","CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC","$25000 OR MORE",NA,53,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","CONSERVATIVE","MALE",2006
"SOUTH ATLANTIC","REFUSED",NA,50,NA,"MARRIED","BACHELOR","FAIR","WORKING PARTTIME","STRONG DEMOCRAT","CONSERVATIVE","MALE",2006
"SOUTH ATLANTIC","REFUSED","PRETTY HAPPY",65,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","FAIR","RETIRED","NOT STR DEMOCRAT","CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC","REFUSED",NA,61,NA,"MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",2006
"SOUTH ATLANTIC","REFUSED","VERY HAPPY",67,"BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","POOR","RETIRED","STRONG DEMOCRAT","CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",43,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC","$20000 - 24999","NOT TOO HAPPY",20,"FAR BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","UNEMPL LAID OFF","IND NEAR REP","MODERATE","FEMALE",2006
"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",38,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG REPUBLICAN","MODERATE","MALE",2006
"SOUTH ATLANTIC","$20000 - 24999","PRETTY HAPPY",20,"FAR BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",2006
"SOUTH ATLANTIC","REFUSED","PRETTY HAPPY",34,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"OTHER","NOT STR DEMOCRAT","CONSERVATIVE","MALE",2006
"SOUTH ATLANTIC","REFUSED",NA,34,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"SOUTH ATLANTIC","$20000 - 24999","PRETTY HAPPY",36,"BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","MALE",2006
"SOUTH ATLANTIC",NA,"PRETTY HAPPY",20,"BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","UNEMPL LAID OFF","INDEPENDENT","MODERATE","FEMALE",2006
"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",41,"AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","MALE",2006
"SOUTH ATLANTIC","REFUSED","PRETTY HAPPY",52,NA,"MARRIED","HIGH SCHOOL","FAIR","KEEPING HOUSE","STRONG DEMOCRAT","MODERATE","FEMALE",2006
"SOUTH ATLANTIC","REFUSED","VERY HAPPY",43,"AVERAGE","MARRIED","JUNIOR COLLEGE",NA,"OTHER","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"SOUTH ATLANTIC","REFUSED",NA,53,NA,"WIDOWED","LT HIGH SCHOOL","FAIR","UNEMPL LAID OFF","INDEPENDENT","MODERATE","FEMALE",2006
